source	target	weight	resources
NFATC1	MYH7	1.0	ExTRI;GEREDB;SIGNOR
CXXC1	IGFBP3	1.0	ExTRI
TFCP2	IGFBP3	1.0	ExTRI
ETS1	PLAU	1.0	ExTRI;GEREDB;NTNU.Curated;TRRUST
SP100	MMP1	-1.0	ExTRI;GEREDB;NTNU.Curated
SP100	PLAU	-1.0	ExTRI;NTNU.Curated
TP53	CD44	-1.0	ExTRI;GEREDB
STAT3	IL12B	-1.0	CytReg;ExTRI;NTNU.Curated
NR1I3	CYP3A5	1.0	ExTRI;NTNU.Curated
NR1I2	CYP3A5	1.0	ExTRI;NTNU.Curated
GFI1	TSPOAP1	1.0	ExTRI
HIF1A	ID2	1.0	ExTRI;TFactS
POU2F2	YWHAB	1.0	ExTRI
SP1	BRCA1	1.0	ExTRI;NTNU.Curated;TRRUST
CTCF	BRCA1	1.0	ExTRI;NTNU.Curated;TRRUST
ESR1	ITGB3BP	1.0	ExTRI
PGR	ADAMTS1	1.0	ExTRI;NTNU.Curated
NRF1	E2F6	1.0	ExTRI
SMAD4	NKX2-1	1.0	ExTRI;NTNU.Curated
SP1	NKX2-1	1.0	DoRothEA-A;ExTRI;HTRI;NTNU.Curated;TRRUST
NKX2-1	SP1	1.0	TRRUST
NR1I3	ESR1	1.0	ExTRI
TBPL1	POLI	1.0	ExTRI
XBP1	HSP90B1	1.0	ExTRI
RORA	HIF1A	1.0	GEREDB
HIF1A	RORA	1.0	ExTRI;Pavlidis2021;TRRUST
ARNT	RORA	1.0	ExTRI
JUN	MYB	1.0	ExTRI;GEREDB;TFactS;TRRUST
JUND	MYB	1.0	ExTRI;GEREDB;NTNU.Curated;TRRUST
JUND	TSPOAP1	1.0	ExTRI
CEBPG	BTK	1.0	ExTRI
FOS	IL5	1.0	CytReg;ExTRI;GEREDB
KAT7	IL5	1.0	ExTRI
LHX3	LHB	1.0	ExTRI
LHX3	FSHB	1.0	ExTRI;SIGNOR;TRRUST
LHX3	INHBA	1.0	ExTRI
E2F1	BIRC5	1.0	ExTRI;NTNU.Curated;TFactS;TRRUST
E2F2	BIRC5	1.0	ExTRI;NTNU.Curated;TFactS
E2F3	BIRC5	1.0	ExTRI;NTNU.Curated;TFactS
NFATC4	MYL2	1.0	ExTRI
CREM	CCK	1.0	ExTRI
ESR1	TIMP4	1.0	ExTRI;GEREDB;NTNU.Curated
SSRP1	MMP26	1.0	ExTRI
TP53	AIFM2	1.0	DoRothEA-A;ExTRI;HTRI;SIGNOR;TFactS
NFE2L2	COX6A1	1.0	ExTRI;GEREDB
NRF1	COX6A1	1.0	ExTRI;GEREDB;TRRUST
SP1	COX6A1	1.0	ExTRI;GEREDB
DDIT3	CRP	1.0	ExTRI;GEREDB
KLF15	GRB10	1.0	ExTRI
KLF15	RHO	-1.0	ExTRI;SIGNOR;TRRUST
NRL	GRB10	1.0	ExTRI
SP4	MAOB	1.0	ExTRI;NTNU.Curated;SIGNOR;TRRUST
EGR1	MAOA	1.0	ExTRI
JUN	MAOA	1.0	ExTRI
TBP	CDKN1A	1.0	DoRothEA-A;ExTRI;TRRUST
ZNF76	CDKN1A	-1.0	ExTRI;TRRUST
CREB1	MMP2	1.0	ExTRI;NTNU.Curated;TRRUST
GATA1	GFI1B	1.0	DoRothEA-A;ExTRI;HTRI;NTNU.Curated;SIGNOR;TRRUST
PGR	CCND1	1.0	ExTRI;NTNU.Curated;TRRUST
EWSR1	IGFBP3	-1.0	ExTRI;NTNU.Curated
FLI1	IGFBP3	-1.0	ExTRI;TRRUST
SP1	CES2	1.0	ExTRI
SP3	CES2	1.0	ExTRI
USF1	CES2	1.0	ExTRI
GATA6	CYP11A1	1.0	ExTRI;GEREDB;SIGNOR;TRRUST
STAT3	RASA1	1.0	ExTRI
TP53	HSP90AA1	1.0	ExTRI
CREB1	NLRP1	1.0	ExTRI;NTNU.Curated
MYC	WT1	1.0	DoRothEA-A;HTRI
WT1	MYC	-1.0	ExTRI;NTNU.Curated;TRRUST
TP53	TNFRSF10A	1.0	DoRothEA-A;ExTRI;HTRI;TFactS;TRRUST
EGR1	IL12A	1.0	ExTRI;NTNU.Curated
TCF21	CYP11A1	1.0	ExTRI
NCOA3	UBC	1.0	ExTRI
RXRB	PKD1	1.0	ExTRI;NTNU.Curated
YY1	HSD3B2	1.0	DoRothEA-A;ExTRI;HTRI;NTNU.Curated;SIGNOR;TRRUST
SMAD3	GAST	1.0	ExTRI;GEREDB;NTNU.Curated;TFactS
SMAD4	GAST	1.0	ExTRI;GEREDB;NTNU.Curated;TFactS
ELK1	MRTFA	1.0	ExTRI
JUN	NR0B2	1.0	ExTRI;GEREDB;NTNU.Curated;TFactS
NR0B2	JUN	1.0	GEREDB
NFATC2	CD34	1.0	ExTRI
NR1H2	ABCA1	1.0	ExTRI;GEREDB;GOA;TFactS;TRRUST
NR1H2	ABCG1	1.0	ExTRI;GEREDB;TFactS;TRRUST
NR1H2	APOE	1.0	ExTRI;GEREDB;TFactS
MTF2	SHH	-1.0	ExTRI;NTNU.Curated
MTF2	MTF2	1.0	ExTRI
SSRP1	MTF2	1.0	ExTRI
SSRP1	SHH	1.0	ExTRI
CEBPA	TLR9	1.0	ExTRI;GEREDB;NTNU.Curated;TRRUST
CREB1	TLR9	1.0	ExTRI;NTNU.Curated;TRRUST
ELF1	TLR9	1.0	ExTRI;NTNU.Curated;TRRUST
ELK1	TLR9	1.0	ExTRI;NTNU.Curated;TRRUST
ETS2	TLR9	1.0	ExTRI;NTNU.Curated;TRRUST
JUN	TLR9	-1.0	ExTRI;NTNU.Curated
RELA	TLR9	-1.0	ExTRI;NTNU.Curated;TRRUST
SP1	GPC4	1.0	ExTRI;NTNU.Curated
SP3	GPC4	1.0	ExTRI
ZFPM1	HBB	1.0	ExTRI
ETS1	PDGFA	1.0	ExTRI;NTNU.Curated
EGR1	NF1	1.0	ExTRI
SP3	NF1	1.0	ExTRI
SP3	PDGFA	1.0	ExTRI
ATF4	ATF6	1.0	ExTRI
PIAS1	STAT1	1.0	TRRUST
STAT1	PIAS1	1.0	ExTRI
CEBPB	GHRHR	1.0	ExTRI
CEBPB	PRKACA	1.0	ExTRI
ETS1	GRPR	1.0	ExTRI;NTNU.Curated;TRRUST
KLF11	SMAD7	-1.0	ExTRI;GEREDB
ZNF76	ZNF143	1.0	ExTRI
GATA4	CTNNA3	1.0	ExTRI;SIGNOR
MEF2C	CTNNA3	1.0	ExTRI;SIGNOR
GATA1	FCGR1A	1.0	ExTRI;NTNU.Curated
TFCP2	ATM	1.0	ExTRI
TFCP2	NPRL3	1.0	ExTRI
JDP2	CSF1R	1.0	ExTRI
ERF	CELA2A	1.0	ExTRI
ONECUT1	CREBBP	1.0	ExTRI
NFATC1	CTSK	1.0	ExTRI;GEREDB
SPI1	CTSK	1.0	ExTRI;GOA;TRRUST
RORA	ALOX5	1.0	ExTRI
RORA	RORA	1.0	ExTRI
HMGA1	CYBB	1.0	ExTRI
GFI1	IL7R	-1.0	ExTRI;GEREDB
DNMT3B	NOS2	1.0	ExTRI
FOXO3	SOD2	1.0	DoRothEA-A;ExTRI;TFactS
CEBPB	DSPP	1.0	ExTRI;GEREDB
NRF1	DSPP	1.0	ExTRI
ESR1	ANP32A	1.0	ExTRI
FOS	NPPA	-1.0	ExTRI;GEREDB;NTNU.Curated;TRRUST
SRF	PPARGC1A	1.0	ExTRI;NTNU.Curated
HIF1A	NPM1	1.0	ExTRI
NFATC1	ACHE	1.0	ExTRI
DNMT1	MRC1	1.0	ExTRI
BMAL1	NR1D1	1.0	ExTRI
NR1D1	BMAL1	-1.0	ExTRI;GEREDB;NTNU.Curated;SIGNOR;TRRUST
RORA	BMAL1	1.0	ExTRI;GEREDB;SIGNOR
HIF1A	FECH	1.0	ExTRI
HSF1	CLU	1.0	ExTRI;GEREDB
PPARA	CAV1	1.0	ExTRI;GEREDB;NTNU.Curated
NRG1	NRG1	1.0	ExTRI
JUN	TNFSF11	1.0	ExTRI;GEREDB
NFATC1	TNFSF11	1.0	ExTRI
NFATC2	TNFSF11	1.0	ExTRI
NFATC2	CD40	1.0	ExTRI
HIF1A	PRKG1	1.0	ExTRI
NEUROD1	EPO	1.0	ExTRI
TFAP2A	SMARCA4	1.0	ExTRI
SMARCA1	MMP2	1.0	ExTRI
SREBF1	APOA5	-1.0	ExTRI;GEREDB;NTNU.Curated;TRRUST
SSRP1	APOA5	1.0	ExTRI
ID1	ASCL1	1.0	ExTRI
NR2C2	PIM1	1.0	ExTRI
CREB1	POMC	1.0	ExTRI;GEREDB;NTNU.Curated;SIGNOR;TFactS
NFATC2	GHRH	1.0	ExTRI
NFATC3	GHRH	1.0	ExTRI
FOSL1	MMP9	1.0	ExTRI;NTNU.Curated
REST	OPRM1	-1.0	ExTRI;NTNU.Curated;Pavlidis2021;TFactS;TRRUST
NR1I2	CYP7A1	-1.0	ExTRI;GEREDB;HTRI;NTNU.Curated
NR1I2	CYP8B1	1.0	ExTRI
FOS	CREM	1.0	TRRUST
CREM	FOS	-1.0	ExTRI;TRRUST
CEBPG	SLCO1B3	1.0	ExTRI;NTNU.Curated;SIGNOR
RARA	SLCO1B3	1.0	ExTRI;NTNU.Curated;SIGNOR
YY1	SNAI2	1.0	ExTRI;NTNU.Curated
NR5A2	CCND1	1.0	ExTRI;GEREDB
NR5A2	CCNE1	1.0	ExTRI;NTNU.Curated;TRRUST
SIX2	GDNF	1.0	ExTRI;NTNU.Curated
CDX2	MOK	1.0	ExTRI;NTNU.Curated
ZGPAT	RHO	1.0	ExTRI
NR1H3	INS	1.0	ExTRI
NR2F2	TERT	1.0	ExTRI
HNF4A	PPARGC1A	-1.0	ExTRI;NTNU.Curated
NR1I2	PPARGC1A	-1.0	ExTRI;NTNU.Curated
RUNX1	PML	1.0	ExTRI
VDR	MAPK1	1.0	ExTRI
NR3C1	GOT1	1.0	ExTRI;NTNU.Curated
MYB	HBB	1.0	ExTRI
AR	ZBTB16	1.0	DoRothEA-A;ExTRI
ESR1	TSC22D3	-1.0	ExTRI;NTNU.Curated
ELF1	AKT1	1.0	ExTRI
VDR	PHEX	1.0	ExTRI;GEREDB;NTNU.Curated
ZBTB7A	COMP	-1.0	ExTRI;NTNU.Curated
SP1	RETN	1.0	ExTRI;NTNU.Curated;TRRUST
PAX3	RETN	1.0	ExTRI
SP3	RETN	1.0	ExTRI;GEREDB
PPARG	APOE	1.0	ExTRI;GEREDB;GOA;NTNU.Curated
TP53	DAXX	1.0	ExTRI
NKX2-5	SLC5A5	1.0	ExTRI
TP53	MFGE8	1.0	ExTRI
PPARA	CYP27A1	-1.0	ExTRI;GEREDB;NTNU.Curated
POU2F1	CR2	1.0	ExTRI;NTNU.Curated;Pavlidis2021
POU2F2	CR2	1.0	ExTRI
SP1	GCLC	1.0	ExTRI;TRRUST
ATOH7	GABRB3	1.0	ExTRI
ATOH7	PRPH2	1.0	ExTRI
ATOH7	NEUROG2	-1.0	GEREDB
NEUROG2	ATOH7	1.0	ExTRI
ESR1	NELFB	1.0	ExTRI
ESR1	NSMF	1.0	ExTRI
SP1	AKT1	1.0	ExTRI
MYC	PRKCG	1.0	ExTRI
MYC	REL	1.0	ExTRI
REL	MYC	1.0	ExTRI;NTNU.Curated
MYC	PRKCQ	1.0	ExTRI
IRF3	IL15	1.0	CytReg;ExTRI
SPI1	IL12RB1	1.0	ExTRI
IRF3	IL12RB1	1.0	ExTRI
CUX1	SCARB1	1.0	ExTRI
SMAD4	TSHB	1.0	ExTRI;NTNU.Curated
SP4	CDKN1A	1.0	ExTRI;NTNU.Curated
TP53	COL1A2	1.0	ExTRI
TBPL2	TBP	1.0	ExTRI
ESR1	CRHBP	1.0	ExTRI;GOA;TRRUST
ESR2	CRHBP	-1.0	ExTRI;GOA
NR1I2	DNAJC7	1.0	ExTRI
SMARCA1	EPO	1.0	ExTRI
NFATC1	CX3CR1	1.0	ExTRI
NFATC2	CX3CR1	1.0	ExTRI;TFactS
ESR1	MMP26	1.0	ExTRI;GEREDB
ETV4	SERPINB3	1.0	ExTRI;NTNU.Curated
XBP1	LARGE1	1.0	ExTRI
NR3C1	ACAT1	1.0	ExTRI;NTNU.Curated
SMAD3	DSPP	1.0	ExTRI;GEREDB;NTNU.Curated;TFactS
SMAD2	DSPP	1.0	ExTRI;NTNU.Curated;TFactS
DNMT1	CLDN16	1.0	ExTRI
TBX15	GJA1	1.0	ExTRI
TBX15	TBX2	1.0	ExTRI
IRF3	CREBBP	1.0	ExTRI
NR3C1	CXCL8	-1.0	CytReg;ExTRI;NTNU.Curated
CRX	IGF2	1.0	ExTRI
MYC	IGF2	-1.0	ExTRI;GEREDB
NKX2-1	TPO	1.0	ExTRI;Pavlidis2021;SIGNOR
MEF2A	CPT1A	1.0	ExTRI
MEF2C	CPT1A	1.0	ExTRI
MYB	YEATS4	1.0	ExTRI
ESR1	YEATS4	1.0	ExTRI
ESR1	CYP3A4	1.0	ExTRI
VDR	CYP3A7	1.0	ExTRI;NTNU.Curated;TRRUST
STAT5A	CLNK	1.0	ExTRI;GEREDB
ZBED1	PCNA	1.0	ExTRI;GEREDB
SREBF2	ABCA1	-1.0	ExTRI;NTNU.Curated;TFactS;TRRUST
FOXM1	PCK1	1.0	ExTRI;NTNU.Curated
NR0B2	G6PC1	-1.0	ExTRI;GEREDB;NTNU.Curated;SIGNOR;TRRUST
PLAGL2	SFTPC	1.0	ExTRI;GEREDB;SIGNOR;TRRUST
ZNF91	SFTPC	1.0	ExTRI
PLAGL2	SFTPB	1.0	ExTRI
KLF2	CDKN1A	1.0	ExTRI;TRRUST
RUNX1	CD79A	1.0	ExTRI;Pavlidis2021
NEUROD1	CD79A	1.0	ExTRI
IRF9	CCND2	-1.0	ExTRI;TRRUST
IRF9	CDKN1A	1.0	ExTRI;TRRUST
IRF9	CDKN1B	1.0	ExTRI;TRRUST
DNMT3B	DNMT3A	1.0	ExTRI
DNMT3A	DNMT3B	1.0	ExTRI
SP1	DNMT3A	1.0	ExTRI;TRRUST
SP1	DNMT3B	1.0	ExTRI;TRRUST
SP3	DNMT3A	1.0	ExTRI;TRRUST
SP3	DNMT3B	1.0	ExTRI;TRRUST
CDX2	UGT1A8	1.0	DoRothEA-A;ExTRI;HTRI;NTNU.Curated;SIGNOR;TRRUST
HNF1A	UGT1A8	1.0	DoRothEA-A;ExTRI;HTRI;NTNU.Curated;SIGNOR;TRRUST
YY1	THBS1	-1.0	ExTRI;NTNU.Curated;TFactS
GLI2	FOXE1	1.0	ExTRI;GEREDB;NTNU.Curated;TFactS;TRRUST
GATA4	MYOCD	1.0	ExTRI
MYC	CFLAR	-1.0	ExTRI;GEREDB;TRRUST
ESR1	CFLAR	1.0	ExTRI
NFX1	TERT	1.0	ExTRI;GEREDB;SIGNOR
IRF8	NF1	1.0	ExTRI;NTNU.Curated;TRRUST
TP53	CXCL8	1.0	ExTRI;GEREDB
ESR1	GRB14	1.0	ExTRI
SP1	BGN	1.0	ExTRI;NTNU.Curated
SP3	BGN	1.0	ExTRI;NTNU.Curated
DNMT1	EGFR	1.0	ExTRI
MITF	HPGDS	1.0	ExTRI;GEREDB;TFactS
AR	POMC	1.0	ExTRI;GEREDB
TBX15	FADD	1.0	ExTRI
ATF4	BGLAP	1.0	ExTRI;NTNU.Curated;TRRUST
STAT3	MAP2K5	1.0	ExTRI;NTNU.Curated;TFactS
TP53	SH2D1A	1.0	ExTRI
HMGA1	KL	1.0	ExTRI;TRRUST
HMGA1	BTK	1.0	ExTRI
HMGA1	HMGA1	1.0	ExTRI
MYOG	CHRNG	1.0	ExTRI
TET1	PRM1	1.0	ExTRI
FOS	MAP2K1	1.0	ExTRI
SPI1	KEAP1	1.0	ExTRI
GATA4	ACOT13	1.0	ExTRI
TBPL1	TERF1	1.0	ExTRI
EGR1	SYN1	1.0	ExTRI;GEREDB;TRRUST
ONECUT3	ONECUT1	1.0	GOA
ONECUT1	ONECUT3	1.0	ExTRI;GEREDB
MYCN	MYCN	1.0	ExTRI;NTNU.Curated
NR1I3	IL1B	1.0	ExTRI
TP53	CDH1	1.0	ExTRI
MSX2	RUNX2	-1.0	ExTRI;GEREDB;NTNU.Curated;Pavlidis2021
DLX5	DLX5	1.0	ExTRI
CEBPB	ACTG2	1.0	ExTRI
CEBPB	ACTA2	1.0	ExTRI
SP1	SULT1A3	1.0	ExTRI
TBP	FGFR1	1.0	ExTRI
SRY	SRY	1.0	ExTRI
CEBPB	ASNS	-1.0	DoRothEA-A;ExTRI;HTRI;NTNU.Curated;TRRUST
NFE2L3	NQO1	-1.0	ExTRI;GOA;NTNU.Curated;SIGNOR
NR4A1	MDM2	-1.0	ExTRI;GEREDB;TRRUST
NR5A1	SULT2A1	1.0	ExTRI
GATA6	SULT2A1	1.0	ExTRI;TRRUST
CEBPA	G6PC1	1.0	ExTRI;NTNU.Curated
CEBPB	G6PC1	1.0	ExTRI
CREB1	G6PC1	1.0	DoRothEA-A;ExTRI;NTNU.Curated;SIGNOR
TP53	IKBIP	1.0	ExTRI;NTNU.Curated
GATA4	CLDN2	1.0	ExTRI;GEREDB
DNMT1	ASCL1	1.0	ExTRI
ZNF699	ASCL1	1.0	ExTRI
ASCL1	PNP	1.0	ExTRI;NTNU.Curated
YBX3	GSR	1.0	ExTRI
REL	IFNA1	1.0	ExTRI
BHLHE41	CCND1	-1.0	ExTRI;TRRUST
BHLHE41	MYH14	1.0	ExTRI;NTNU.Curated
E2F4	CCNA2	1.0	DoRothEA-A;ExTRI;NTNU.Curated
STAT1	OPRM1	1.0	DoRothEA-A;ExTRI;TRRUST
STAT3	OPRM1	1.0	ExTRI;NTNU.Curated;TRRUST
ZNF354C	CDH1	1.0	ExTRI
ATF2	ACE	1.0	ExTRI
JUN	ACE	1.0	ExTRI
EGR1	PIK3C3	1.0	ExTRI
SREBF2	PLA2G6	1.0	ExTRI;NTNU.Curated;TFactS
SP1	NQO2	1.0	DoRothEA-A;ExTRI;HTRI;TRRUST
SP3	NQO2	1.0	ExTRI;HTRI
SP1	SOD3	1.0	ExTRI
SP3	SOD3	1.0	ExTRI
MZF1	MS4A3	1.0	ExTRI
TP73	PDGFRB	1.0	ExTRI
TP73	NFYA	1.0	ExTRI
GATA6	LAMA1	1.0	ExTRI
GATA6	ROCK1	1.0	ExTRI
NR4A1	PELP1	1.0	ExTRI
TP53	CCNA1	1.0	ExTRI;GEREDB;TFactS;TRRUST
ESRRA	PPARA	1.0	ExTRI;NTNU.Curated
DLX3	BGLAP	1.0	ExTRI;NTNU.Curated
HIVEP1	HP	1.0	ExTRI
ELF1	KRT5	1.0	ExTRI
ELF1	PLEC	1.0	ExTRI
CEBPG	APOB	1.0	ExTRI;NTNU.Curated
HNF1A	APOB	1.0	ExTRI;GEREDB;NTNU.Curated
AHR	PON1	1.0	ExTRI;NTNU.Curated
FOXH1	NODAL	1.0	ExTRI;GEREDB
SMAD2	NODAL	1.0	ExTRI;NTNU.Curated
SSRP1	CYP19A1	1.0	ExTRI
NR4A1	GADD45GIP1	1.0	ExTRI
NCOA2	TAT	1.0	ExTRI
NR3C1	TAT	1.0	ExTRI;GEREDB;NTNU.Curated;TRRUST
ETS1	SH2D1A	1.0	ExTRI;NTNU.Curated
ETS2	SH2D1A	1.0	ExTRI;NTNU.Curated
RFX1	CIITA	1.0	ExTRI;NTNU.Curated;TRRUST
ETS1	ERBB2	1.0	ExTRI;NTNU.Curated
JUN	MUC4	1.0	ExTRI;NTNU.Curated
SP1	MUC4	1.0	ExTRI;GEREDB;TRRUST
SP1	SREBF1	1.0	ExTRI;NTNU.Curated;TFactS;TRRUST
NR3C1	SLPI	1.0	ExTRI;NTNU.Curated
SRY	TH	1.0	ExTRI;TRRUST
JUN	KITLG	1.0	CytReg;ExTRI
JUN	TPSB2	1.0	ExTRI
E2F1	ISYNA1	1.0	ExTRI;NTNU.Curated;SIGNOR;TFactS;TRRUST
BACH1	HBA2	1.0	ExTRI;NTNU.Curated
POU4F3	NTF3	1.0	ExTRI
HOXA1	PAX3	1.0	ExTRI;GEREDB
POU3F2	PAX3	1.0	ExTRI;GEREDB;TRRUST
PAX3	POU3F2	1.0	ExTRI
BCL3	IL10	1.0	ExTRI
NFKB1	IL10	1.0	CytReg;ExTRI;GEREDB;TRRUST
TP63	SERPINB5	1.0	ExTRI;GEREDB
SPDEF	SERPINB5	1.0	ExTRI;TRRUST
MYC	IKBKB	1.0	ExTRI
NR3C1	CDKN1A	1.0	ExTRI;GEREDB;NTNU.Curated;TRRUST
PBX3	TLX3	1.0	ExTRI
NFIC	GABRA6	1.0	ExTRI
MEF2A	NPPA	1.0	ExTRI
MEF2A	ADK	1.0	ExTRI
MEF2A	PITX2	1.0	ExTRI
PITX2	ADK	1.0	ExTRI
PITX2	PITX2	1.0	ExTRI
FOXP3	IL2RA	1.0	DoRothEA-A;ExTRI;NTNU.Curated;TRRUST
ESRRA	APOA4	1.0	ExTRI;NTNU.Curated
NR4A1	IL2	1.0	ExTRI;NTNU.Curated
SP1	CYP2J2	1.0	ExTRI
USF1	BAX	1.0	ExTRI;NTNU.Curated
ETV4	BAX	1.0	ExTRI;GEREDB;NTNU.Curated
FLI1	MPL	1.0	ExTRI;NTNU.Curated;SIGNOR;TRRUST
ETS1	GP9	1.0	ExTRI;GEREDB;NTNU.Curated;TFactS
ETS1	MPL	1.0	ExTRI;NTNU.Curated;TFactS
STAT1	IFNL3	1.0	ExTRI
HES1	E2F1	-1.0	ExTRI;NTNU.Curated;Pavlidis2021;SIGNOR;TFactS;TRRUST
HES1	SLC25A5	1.0	ExTRI
IRF1	CASP1	1.0	ExTRI;GEREDB
BATF3	MMP1	-1.0	ExTRI;GOA
NFE2L2	HBB	1.0	ExTRI;TRRUST
MYC	TCP10L	1.0	ExTRI
ETS1	CHUK	1.0	DoRothEA-A;ExTRI;HTRI;NTNU.Curated;TFactS;TRRUST
HNF4A	UGT1A10	1.0	ExTRI
HNF4A	UGT1A7	1.0	ExTRI;GEREDB;TRRUST
HNF4A	UGT1A9	1.0	ExTRI
SMAD3	PPARD	-1.0	ExTRI;GEREDB;NTNU.Curated
NHLH1	NDN	1.0	ExTRI;NTNU.Curated
TAF1	NDN	1.0	ExTRI
NR1H4	CARM1	1.0	ExTRI
TFCP2L1	CYP11A1	1.0	ExTRI;TRRUST
UBP1	CYP11A1	1.0	ExTRI;TRRUST
HIF1A	PFKFB4	1.0	DoRothEA-A;ExTRI;GEREDB;NTNU.Curated;TRRUST
ZNF91	IFNB1	1.0	ExTRI
JUN	STMN1	1.0	ExTRI;TRRUST
SP3	FGFR4	1.0	ExTRI;NTNU.Curated
TFAP2A	PITX2	1.0	ExTRI;GEREDB
TAL1	FLT1	1.0	ExTRI
SP1	NRF1	1.0	ExTRI
SP3	FMR1	1.0	ExTRI;GEREDB;SIGNOR
CEBPB	SOD3	1.0	ExTRI
MEF2A	ACTA2	1.0	ExTRI
MEF2A	ACTG2	1.0	ExTRI;GEREDB
STAT3	SCGB3A2	1.0	ExTRI;NTNU.Curated
SP1	B3GNT9	1.0	ExTRI
SPI1	SPHK1	1.0	ExTRI
NR4A3	EMD	1.0	ExTRI
NRG1	CHD7	1.0	ExTRI
NRG1	EMD	1.0	ExTRI
NRG1	TEC	1.0	ExTRI
SMARCA1	ST7	-1.0	ExTRI;NTNU.Curated;SIGNOR
HNF1B	HNF1B	1.0	ExTRI
HNF1B	NNMT	1.0	ExTRI;NTNU.Curated
PDX1	GIP	1.0	ExTRI
NR4A1	CYP19A1	-1.0	ExTRI;GEREDB
NR4A2	CYP19A1	-1.0	ExTRI;GEREDB
NR4A3	CYP19A1	1.0	ExTRI
SREBF2	SCARB1	1.0	ExTRI;GEREDB;NTNU.Curated
SP1	TAGLN	-1.0	ExTRI;GEREDB
SP1	THEG	1.0	ExTRI
SP1	MYH11	1.0	ExTRI
SP1	GATA3	1.0	ExTRI;NTNU.Curated;TRRUST
GATA3	SP1	1.0	ExTRI
GATA3	ZEB1	1.0	ExTRI;NTNU.Curated;TRRUST
ZEB1	GATA3	-1.0	ExTRI;NTNU.Curated
HNF1A	CYP2E1	1.0	ExTRI;NTNU.Curated;TFactS
NR2F1	CYP2E1	1.0	ExTRI
IRF8	IL12A	1.0	CytReg;ExTRI;GEREDB;TRRUST
TP53	BAK1	1.0	ExTRI;GEREDB;TFactS
SP1	BBC3	1.0	ExTRI;NTNU.Curated
RUNX1	RUNX1T1	1.0	ExTRI
USF1	LITAF	1.0	ExTRI
RBPJ	MET	1.0	ExTRI
EGR1	CCNA2	1.0	ExTRI;NTNU.Curated
NFKB2	MYL2	1.0	ExTRI
NFKB2	NPPA	1.0	ExTRI
SRF	MYL2	1.0	ExTRI;NTNU.Curated
AIRE	TG	1.0	ExTRI;GEREDB
HNF4A	MTAP	1.0	ExTRI
SNAI1	CDH3	1.0	ExTRI
VDR	ERCC3	1.0	ExTRI
CEBPG	OXTR	1.0	ExTRI
GATA1	IL13	-1.0	CytReg;ExTRI;NTNU.Curated;Pavlidis2021
RELA	MICA	1.0	ExTRI;GEREDB;TRRUST
IKZF4	DLG4	1.0	ExTRI
ZNF354C	DLG4	1.0	ExTRI
MAF	CD2	1.0	ExTRI
MAF	CD4	1.0	ExTRI;GEREDB
THRA	UCP3	1.0	ExTRI
IRF2	MYH9	1.0	ExTRI;GEREDB
MLXIPL	ACACA	1.0	ExTRI;NTNU.Curated;SIGNOR
SMAD6	COL1A2	1.0	ExTRI
NFIL3	VWF	1.0	ExTRI;TRRUST
TP53	IGBP1	1.0	ExTRI
IRF3	AKT1	1.0	ExTRI
IRF3	PI3	1.0	ExTRI
SP1	LYZ	1.0	ExTRI;TRRUST
WT1	NPHS1	1.0	DoRothEA-A;ExTRI;NTNU.Curated;SIGNOR;TRRUST
ZFP1	SLC11A1	1.0	ExTRI
TBP	PLA2G4A	1.0	ExTRI
KAT7	ORC2	1.0	ExTRI
BCL6	CCND2	-1.0	ExTRI;GEREDB;NTNU.Curated;TRRUST
FOXO3	CCND2	-1.0	ExTRI;NTNU.Curated;TFactS;TRRUST
FOXO3	BCL6	1.0	DoRothEA-A;ExTRI;HTRI;TRRUST
TP53	IRF1	1.0	ExTRI;GEREDB
IRF1	TP53	1.0	ExTRI;TRRUST
E2F2	CDK1	1.0	ExTRI;NTNU.Curated
E2F3	CDK1	1.0	ExTRI;NTNU.Curated;TRRUST
MYBL2	CCNB1	1.0	ExTRI;GEREDB
MYBL2	CDK1	1.0	ExTRI;GEREDB
CEBPB	SPRR1A	1.0	ExTRI
JUN	SPRR1A	1.0	ExTRI;TFactS
FOS	FOSL1	1.0	ExTRI;GEREDB
FOXL2	CYP19A1	1.0	ExTRI;GEREDB;NTNU.Curated;SIGNOR;TRRUST
NFKBIB	CNR1	1.0	ExTRI
NFKBIB	NFKBIB	1.0	ExTRI
NFKBIB	SDHC	1.0	ExTRI
NFKBIB	SERPINB1	1.0	ExTRI
NFKBIB	SOD2	1.0	ExTRI
AR	ABCA1	1.0	ExTRI;NTNU.Curated
GLI2	BCL2	1.0	ExTRI;NTNU.Curated;TRRUST
PPARG	CYP1A1	-1.0	ExTRI;NTNU.Curated
MAFB	CRYAB	1.0	ExTRI;NTNU.Curated
NR2F2	CYP3A4	1.0	ExTRI
ETV5	LTF	1.0	ExTRI;NTNU.Curated
SMAD4	FN1	1.0	ExTRI;GEREDB;NTNU.Curated
AR	SARG	1.0	ExTRI;HTRI;NTNU.Curated
RFX2	ALAS2	1.0	ExTRI
ISL1	KCNJ11	1.0	ExTRI;GEREDB
PDX1	KCNJ11	1.0	ExTRI;GEREDB
HOXA10	FKBP4	1.0	ExTRI
SP1	PI3	1.0	ExTRI
VDR	INSIG2	1.0	ExTRI
STAT5A	IFNG	1.0	CytReg;ExTRI;TRRUST
